            "attributes": {
                "assetId": "A192",
                "externalAssetId": "A7",
                "elementId": "7",
                "time": "2019-09-12T10:56:15.000Z",
                "name": "MISSINGDATA",
                "sourceApplication": "planet",
                "addedProperties": {
                    "nlcId": 2844202,
                    "outstationId": 11,
                    "faultId": 16597
                },
                "additionalData": {
                    "nlcInfo": {
                        "rssi": -92,
                        "baseIdent": 2,
                        "baseDescription": "Base2",
                        "location": {
                            "latitude": 32.08372,
                            "longitude": -81.101798
                        }
                    },
                    "assetInfo": {
                        "assetField2": "unit number",
                        "assetField4": "additional info",
                        "assetField5": "assetField5",
                        "assetField6": "assetField6",
                        "customer": "GP",
                        "operator": "System Administrator",
                        "assetField7": "GP633723748",
                        "location": {
                            "assetLatitude": 32.083722,
                            "assetLongitude": -81.101798
                        },
                        "assetField1": "Locksters Lane",
                        "assetField3": "Clifford"
                    },
                    "accountInfo": {
                        "energyAccount": "Telensa",
                        "energyField1": "E132",
                        "energyField2": "PR3424"
                    },
                    "lampInfo": {
                        "lampType": "Default Lamp Type",
                        "daliLampInfo": {
                            "manufacturer": "Eaton Cooper Lighting",
                            "partNumber": "VERD-A01-5LTD-U-T2-4N7-10K-AP-U9003",
                            "model": "Verdeon",
                            "nominalPower": 64,
                            "technology": "LED",
                            "lightOutput": 5839,
                            "cct": "4000K",
                            "distributionType": "II",
                            "colour": "Gray",
                            "voltageRange": "120-277"
                        }
                    },
                    "readings": {
                        "voltage": [
                            {
                                "time": "2019-09-25T13:35:42.000Z",
                                "value": 2
                            },
                            {
                                "time": "2019-09-25T15:35:42.000Z",
                                "value": 2
                            }
                        ],
                        "power": [
                            {
                                "time": "2019-09-25T14:35:42.000Z",
                                "value": 5
                            },
                            {
                                "time": "2019-09-25T15:35:42.000Z",
                                "value": 5
                            }
                        ]
                    }
                },
                "creationDate": "2020-07-06T11:13:47.000Z"
            }
        }
    
}.
2020-09-01 17:23:33,322 INFO - Receiving fault.
2020-09-01 17:23:33,404 INFO - Alarm id: 6f03076b85b4b9000189152e - Event: Import completed successfuly.
2020-09-01 17:23:33,422 INFO - Processing data.
2020-09-01 17:23:33,424 INFO - Alarm id: 6f03076b85b4b9000189152e - Event: Import completed successfuly.
2020-09-01 17:23:33,439 INFO - Processing data.
2020-09-01 17:23:33,440 INFO - Alarm id: 6f03076b85b4b9000189152e - Event: Import completed successfuly.
2020-09-01 17:23:33,449 INFO - Processing data.
2020-09-01 17:23:33,450 INFO - Alarm id: 6f03076b85b4b9000189152e - Event: Import completed successfuly.
2020-09-01 17:23:33,548 INFO - Saving to integration log.
2020-09-01 17:23:33,715 INFO - Saving alarms.
2020-09-01 17:23:33,780 INFO - Saving to integration log.
2020-09-01 17:23:33,785 INFO - Saving alarms.
2020-09-01 17:23:33,790 INFO - Saving to integration log.
2020-09-01 17:23:33,794 INFO - Saving alarms.
2020-09-01 17:23:33,958 INFO - Receiving data: {
    "data":
        {
            "links": {
                "self": {
                    "href": "doc-fms-dev-01.dev.telensa.uk.net:8666/api/faults/5f03076b85b4b9000189152f"
                }
            },
            "type": "fault",
            "id": "6f03076b85b4b9000189152e",
            "attributes": {
                "assetId": "A192",
                "externalAssetId": "A7",
                "elementId": "7",
                "time": "2019-09-12T10:56:15.000Z",
                "name": "MISSINGDATA",
                "sourceApplication": "planet",
                "addedProperties": {
                    "nlcId": 2844202,
                    "outstationId": 11,
                    "faultId": 16597
                },
                "additionalData": {
                    "nlcInfo": {
                        "rssi": -92,
                        "baseIdent": 2,
                        "baseDescription": "Base2",
                        "location": {
                            "latitude": 32.08372,
                            "longitude": -81.101798
                        }
                    },
                    "assetInfo": {
                        "assetField2": "unit number",
                        "assetField4": "additional info",
                        "assetField5": "assetField5",
                        "assetField6": "assetField6",
                        "customer": "GP",
                        "operator": "System Administrator",
                        "assetField7": "GP633723748",
                        "location": {
                            "assetLatitude": 32.083722,
                            "assetLongitude": -81.101798
                        },
                        "assetField1": "Locksters Lane",
                        "assetField3": "Clifford"
                    },
                    "accountInfo": {
                        "energyAccount": "Telensa",
                        "energyField1": "E132",
                        "energyField2": "PR3424"
                    },
                    "lampInfo": {
                        "lampType": "Default Lamp Type",
                        "daliLampInfo": {
                            "manufacturer": "Eaton Cooper Lighting",
                            "partNumber": "VERD-A01-5LTD-U-T2-4N7-10K-AP-U9003",
                            "model": "Verdeon",
                            "nominalPower": 64,
                            "technology": "LED",
                            "lightOutput": 5839,
                            "cct": "4000K",
                            "distributionType": "II",
                            "colour": "Gray",
                            "voltageRange": "120-277"
                        }
                    },
                    "readings": {
                        "voltage": [
                            {
                                "time": "2019-09-25T13:35:42.000Z",
                                "value": 2
                            },
                            {
                                "time": "2019-09-25T15:35:42.000Z",
                                "value": 2
                            }
                        ],
                        "power": [
                            {
                                "time": "2019-09-25T14:35:42.000Z",
                                "value": 5
                            },
                            {
                                "time": "2019-09-25T15:35:42.000Z",
                                "value": 5
                            }
                        ]
                    }
                },
                "creationDate": "2020-07-06T11:13:47.000Z"
            }
        }
    
}.
2020-09-01 17:23:33,959 INFO - Receiving fault.
2020-09-01 17:23:33,961 INFO - Receiving data: {
    "data":
        {
            "links": {
                "self": {
                    "href": "doc-fms-dev-01.dev.telensa.uk.net:8666/api/faults/5f03076b85b4b9000189152f"
                }
            },
            "type": "fault",
            "id": "6f03076b85b4b9000189152e",
            "attributes": {
                "assetId": "A192",
                "externalAssetId": "A7",
                "elementId": "7",
                "time": "2019-09-12T10:56:15.000Z",
                "name": "MISSINGDATA",
                "sourceApplication": "planet",
                "addedProperties": {
                    "nlcId": 2844202,
                    "outstationId": 11,
                    "faultId": 16597
                },
                "additionalData": {
                    "nlcInfo": {
                        "rssi": -92,
                        "baseIdent": 2,
                        "baseDescription": "Base2",
                        "location": {
                            "latitude": 32.08372,
                            "longitude": -81.101798
                        }
                    },
                    "assetInfo": {
                        "assetField2": "unit number",
                        "assetField4": "additional info",
                        "assetField5": "assetField5",
                        "assetField6": "assetField6",
                        "customer": "GP",
                        "operator": "System Administrator",
                        "assetField7": "GP633723748",
                        "location": {
                            "assetLatitude": 32.083722,
                            "assetLongitude": -81.101798
                        },
                        "assetField1": "Locksters Lane",
                        "assetField3": "Clifford"
                    },
                    "accountInfo": {
                        "energyAccount": "Telensa",
                        "energyField1": "E132",
                        "energyField2": "PR3424"
                    },
                    "lampInfo": {
                        "lampType": "Default Lamp Type",
                        "daliLampInfo": {
                            "manufacturer": "Eaton Cooper Lighting",
                            "partNumber": "VERD-A01-5LTD-U-T2-4N7-10K-AP-U9003",
                            "model": "Verdeon",
                            "nominalPower": 64,
                            "technology": "LED",
                            "lightOutput": 5839,
                            "cct": "4000K",
                            "distributionType": "II",
                            "colour": "Gray",
                            "voltageRange": "120-277"
                        }
                    },
                    "readings": {
                        "voltage": [
                            {
                                "time": "2019-09-25T13:35:42.000Z",
                                "value": 2
                            },
                            {
                                "time": "2019-09-25T15:35:42.000Z",
                                "value": 2
                            }
                        ],
                        "power": [
                            {
